year,month,day,sample,grouse_depth,grouse_swe,grouse_density,dog_depth,dog_swe,dog_density,orchid_depth,orchid_swe,orchid_density,disappointment_depth,disappointment_swe,disappointment_density,palisade_depth,palisade_swe,palisade_density,snowline,enso_phase,enso_oni,enso_oni_main,pdo_phase,pdo_anomaly,pdo_phase_main,sca_%,date,DOY
1986,1,1,1,54,190,35.19,119,328,27.56,197,565,28.68,,,,,,,,neutral,-0.49,neutral,positive,1.04,positive,,1/1/1986,1
1986,2,1,2,104,458,44.04,118,506,42.88,261,1070,41,,,,,,,,neutral,-0.47,neutral,positive,1.47,positive,,2/1/1986,32
1986,3,1,3,120,500,41.67,145,612,42.21,270,1113,41.22,,,,162,650,40.12,,neutral,-0.31,neutral,positive,1.68,positive,,3/1/1986,60
1986,4,1,4,115,540,46.96,154,706,45.84,303,1390,45.87,,,,144,679,47.15,,neutral,-0.2,neutral,positive,1.21,positive,,4/1/1986,91
1986,5,1,5,161,630,39.13,183,822,44.92,372,1546,41.56,,,,190,754,39.68,,neutral,-0.12,neutral,positive,0.85,positive,,5/1/1986,121
1986,5,15,6,,,,161,764,47.45,325,1592,48.98,,,,,,,,neutral,-0.04,neutral,positive,0.71,positive,,5/15/1986,135
1986,6,1,7,,,,82,410,50,237,1277,53.88,,,,,,,,neutral,0.12,neutral,positive,0.62,positive,,6/1/1986,152
1986,6,15,8,,,,0,0,,129,672,52.09,,,,,,,,neutral,0.22,neutral,positive,1.05,positive,,6/15/1986,166
1987,1,1,1,110,473,43,190,710,37.37,245,885,36.12,,,,,,,,positive,1.23,positive,positive,1.47,positive,,1/1/1987,1
1987,2,1,2,197,790,40.1,222,855,,423,1620,38.3,,,,,,,,positive,1.19,positive,positive,1.46,positive,,2/1/1987,32
1987,3,1,3,183,789,43.11,220,992,45.09,388,1783,45.95,,,,282,1417,50.25,,positive,1.06,positive,positive,1.35,positive,,3/1/1987,60
1987,4,1,4,179,877,48.99,222,1044,47.03,404,1986,49.16,,,,270,1393,51.59,,positive,0.95,positive,positive,1.38,positive,,4/1/1987,91
1987,5,1,5,132,701,53.11,167,852,51.02,371,1965,52.96,,,,187,1041,55.67,,positive,0.97,positive,positive,0.82,positive,,5/1/1987,121
1987,5,15,6,,,,109,588,53.94,318,1733,54.5,,,,,,,,positive,1.22,positive,positive,0.21,positive,,5/15/1987,135
1987,6,1,7,,,,72,378,52.5,241,1391,57.72,,,,,,,,positive,1.38,positive,positive,0.05,positive,,6/1/1987,152
1987,6,15,8,,,,0,0,,,,,,,,,,,,positive,1.43,positive,positive,1.38,positive,,6/15/1987,166
1988,1,1,1,109,355,32.57,121,416,34.38,222,781,35.18,,,,,,,,positive,0.81,positive,positive,0.23,positive,,1/1/1988,1
1988,2,1,2,140,550,39.29,168,662,39.4,291,1115,38.32,,,,,,,,positive,0.54,positive,positive,0.47,positive,,2/1/1988,32
1988,3,1,3,187,819,43.8,224,889,39.69,391,1518,38.82,,,,,,,,neutral,0.14,positive,positive,0.49,positive,,3/1/1988,60
1988,4,1,4,298,1090,36.58,336,1290,38.39,470,1928,41.02,,,,378,1490,39.42,,neutral,-0.31,positive,positive,0.34,positive,,4/1/1988,91
1988,5,1,5,236,1180,50,310,1397,45.06,416,2113,50.79,,,,312,1644,52.69,,negative,-0.88,positive,positive,0.37,positive,,5/1/1988,121
1988,5,15,6,,,,226,1237,54.73,365,1931,52.9,,,,,,,,negative,-1.2,positive,positive,0.3,positive,,5/15/1988,135
1988,6,1,7,,,,176,959,54.49,329,1812,55.08,,,,,,,,negative,-1.3,positive,positive,0.21,positive,,6/1/1988,152
1988,6,15,8,,,,112,622,55.54,265,1454,54.87,,,,,,,,negative,-1.3,positive,negative,-0.15,positive,,6/15/1988,166
1989,1,1,1,149,474,31.81,176,565,32.1,236,762,32.29,,,,,,,,negative,-1.69,negative,negative,-1.24,positive,,1/1/1989,1
1989,2,1,2,231,956,41.39,253,969,38.3,316,1200,37.97,,,,,,,,negative,-1.43,negative,negative,-1.45,positive,,2/1/1989,32
1989,3,1,3,256,995,38.87,277,1137,41.05,358,1414,39.5,,,,266,1112,41.8,,negative,-1.08,negative,negative,-1.24,positive,,3/1/1989,60
1989,4,1,4,334,1346,40.3,340,1420,41.76,436,1798,41.24,,,,337,1423,42.23,,negative,-0.83,negative,negative,-0.32,positive,,4/1/1989,91
1989,5,1,5,242,1201,49.63,300,1390,46.33,381,1914,50.24,,,,304,1454,47.83,,negative,-0.58,negative,negative,-0.09,positive,,5/1/1989,121
1989,5,15,6,,,,239,1212,50.71,309,1645,53.24,,,,,,,,neutral,-0.5,negative,positive,0.03,positive,,5/15/1989,135
1989,6,1,7,,,,201,1009,50.2,278,1452,52.23,,,,,,,,neutral,-0.38,negative,positive,0.11,positive,,6/1/1989,152
1989,6,15,8,,,,98,541,55.2,172,974,56.63,,,,,,,,neutral,-0.31,negative,positive,0.56,positive,,6/15/1989,166
1990,1,1,1,13,24,18.46,28,96,34.29,76,202,26.58,,,,,,,,neutral,0.14,neutral,negative,-0.42,positive,,1/1/1990,1
1990,2,1,2,201,563,28.01,226,523,23.14,231,641,27.75,,,,,,,,neutral,0.21,neutral,negative,-1.28,positive,,2/1/1990,32
1990,3,1,3,289,1122,38.82,294,1168,39.73,366,1427,38.99,,,,287,1228,42.79,,neutral,0.28,neutral,negative,-1.24,positive,,3/1/1990,60
1990,4,1,4,292,1327,45.45,278,1374,49.42,376,1621,43.11,,,,308,1294,42.01,,neutral,0.29,neutral,negative,-0.15,positive,,4/1/1990,91
1990,5,1,5,174,971,55.8,211,1152,54.6,268,1366,50.97,,,,218,1173,53.81,,neutral,0.29,neutral,negative,-0.32,positive,,5/1/1990,121
1990,5,15,6,,,,179,1004,56.09,251,1365,54.38,,,,,,,,neutral,0.29,neutral,negative,-0.25,positive,,5/15/1990,135
1990,6,1,7,,,,110,637,57.91,191,1081,56.6,,,,,,,,neutral,0.33,neutral,negative,-0.25,positive,,6/1/1990,152
1990,6,15,8,,,,67,400,59.7,140,797,56.93,,,,,,,,neutral,0.33,neutral,negative,-0.31,positive,,6/15/1990,166
1991,1,1,1,198,640,32.32,179,638,35.64,253,840,33.2,,,,,,,,neutral,0.41,neutral,negative,-1.8,positive,,1/1/1991,1
1991,2,1,2,183,830,45.36,194,908,46.8,275,1112,40.44,,,,,,,,neutral,0.26,neutral,negative,-1.09,positive,,2/1/1991,32
1991,3,1,3,153,751,49.08,181,918,50.72,267,1243,46.55,,,,164,830,50.61,,neutral,0.22,neutral,negative,-1.11,positive,,3/1/1991,60
1991,4,1,4,216,980,45.37,246,1120,45.53,349,1446,41.43,,,,237,1062,44.81,,neutral,0.26,neutral,negative,-1.63,positive,,4/1/1991,91
1991,5,1,5,196,978,49.9,230,1164,50.61,343,1704,49.68,,,,222,1099,49.5,,neutral,0.45,neutral,negative,-1.65,positive,,5/1/1991,121
1991,5,15,6,,,,174,960,55.17,316,1667,52.75,,,,,,,,positive,0.5,neutral,negative,-2.02,positive,,5/15/1991,135
1991,6,1,7,,,,124,677,54.6,244,1327,54.39,,,,,,,,positive,0.65,neutral,negative,-2.25,positive,,6/1/1991,152
1991,6,15,8,,,,68,277,40.74,157,918,58.47,,,,,,,,positive,0.7,neutral,negative,-1.57,positive,,6/15/1991,166
1992,1,1,1,61,250,40.98,75,265,35.33,162,601,37.1,,,,,,,,positive,1.71,positive,positive,0.08,positive,,1/1/1992,1
1992,2,1,2,112,483,43.13,124,568,45.81,285,1201,42.14,,,,,,,,positive,1.63,positive,positive,0.17,positive,,2/1/1992,32
1992,3,1,3,104,490,47.12,142,721,50.77,325,1405,43.23,,,,160,675,42.19,,positive,1.48,positive,positive,0.12,positive,,3/1/1992,60
1992,4,1,4,56,272,48.57,85,461,54.24,248,1182,47.66,,,,79,339,42.91,,positive,1.29,positive,positive,0.55,positive,,4/1/1992,91
1992,5,1,5,22,120,54.55,24,122,50.83,175,900,51.43,,,,0,0,,,positive,1.06,positive,positive,1.26,positive,,5/1/1992,121
1992,5,15,6,,,,0,0,,145,774,53.38,,,,,,,,positive,0.84,positive,positive,1.24,positive,,5/15/1992,135
1992,6,1,7,,,,0,0,,34,175,51.47,,,,,,,,positive,0.52,positive,positive,1.22,positive,,6/1/1992,152
1992,6,15,8,,,,0,0,,0,0,,,,,,,,,neutral,0.4,positive,positive,1.45,positive,,6/15/1992,166
1993,1,1,1,158,467,29.56,184,548,29.78,194,541,27.89,,,,,,,,neutral,0.09,positive,negative,-0.28,positive,,1/1/1993,1
1993,2,1,2,178,780,43.82,174,665,38.22,245,806,32.9,126,538,42.7,,,,,neutral,0.3,positive,positive,0.02,positive,,2/1/1993,32
1993,3,1,3,149,661,44.36,163,735,45.09,211,875,41.47,,,,163,687,42.15,,positive,0.5,positive,positive,0.24,positive,,3/1/1993,60
1993,4,1,4,145,638,44,157,640,40.76,266,1121,42.14,,,,160,742,46.38,,positive,0.67,positive,positive,1,positive,,4/1/1993,91
1993,5,1,5,129,612,47.44,137,640,46.72,291,1290,44.33,,,,111,542,48.83,,positive,0.7,positive,positive,1.79,positive,,5/1/1993,121
1993,5,15,6,,,,113,635,56.19,227,1186,52.25,,,,,,,,positive,0.6,positive,positive,1.87,positive,,5/15/1993,135
1993,6,1,7,,,,10,56,56,117,648,55.38,,,,,,,,positive,0.57,positive,positive,2.05,positive,,6/1/1993,152
1993,6,15,8,,,,0,0,,36,215,59.72,,,,,,,,neutral,0.46,positive,positive,1.61,positive,,6/15/1993,166
1994,1,1,1,64,245,38.28,79,280,35.44,177,650,36.72,,,,,,,,neutral,0.06,neutral,positive,0.85,positive,,1/1/1994,1
1994,2,1,2,62,282,45.48,84,352,41.9,173,754,43.58,132,517,39.17,,,,,neutral,0.07,neutral,positive,0.33,positive,,2/1/1994,32
1994,3,1,3,183,843,46.07,205,842,41.07,426,1485,34.86,,,,238,1128,47.39,,neutral,0.17,neutral,positive,0.27,positive,,3/1/1994,60
1994,4,1,4,195,908,46.56,226,1033,45.71,416,1767,42.48,340,1536,45.18,289,1312,45.4,,neutral,0.31,neutral,positive,0.49,positive,,4/1/1994,91
1994,5,1,5,162,806,49.75,173,832,48.09,332,1699,51.17,268,1350,50.37,192,982,51.15,,neutral,0.42,neutral,positive,0.55,positive,,5/1/1994,121
1994,5,15,6,,,,124,642,51.77,239,1256,52.55,175,962,54.97,,,,,neutral,0.41,neutral,positive,0.21,positive,,5/15/1994,135
1994,6,1,7,,,,53,314,59.25,198,1068,53.94,125,692,55.36,,,,,neutral,0.41,neutral,positive,0.1,positive,,6/1/1994,152
1994,6,15,8,,,,11,63,57.27,139,751,54.03,45,256,56.89,,,,,neutral,0.44,neutral,negative,-0.91,positive,,6/15/1994,166
1995,1,1,1,199,878,44.12,207,897,43.33,292,1148,39.32,267,1063,39.81,,,,,positive,0.96,positive,negative,-0.86,positive,,1/1/1995,1
1995,2,1,2,209,966,46.22,223,980,43.95,331,1503,45.41,,,,,,,,positive,0.72,positive,positive,0.02,positive,,2/1/1995,32
1995,3,1,3,199,973,48.89,235,1197,50.94,350,1670,47.71,302,1512,50.07,255,1284,50.35,,positive,0.53,positive,positive,0.46,positive,,3/1/1995,60
1995,4,1,4,210,1045,49.76,233,1171,50.26,407,1935,47.54,335,1585,47.31,295,1367,46.34,,neutral,0.3,positive,positive,0.49,positive,,4/1/1995,91
1995,5,1,5,215,1090,50.7,225,1190,52.89,399,1990,49.87,343,1776,51.78,281,1424,50.68,,neutral,0.14,positive,positive,0.89,positive,,5/1/1995,121
1995,5,15,6,,,,180,916,50.89,301,1598,53.09,,,,,,,,neutral,0.2,positive,positive,0.92,positive,,5/15/1995,135
1995,6,1,7,,,,35,153,43.71,192,1110,57.81,144,790,54.86,,,,,neutral,-0.03,positive,positive,1.03,positive,,6/1/1995,152
1995,6,15,8,,,,10,58,58,100,600,60,,,,,,,,neutral,-0.24,positive,positive,1,positive,,6/15/1995,166
1996,1,1,1,61,252,41.31,,,,127,432,34.02,,,,,,,,negative,-0.9,negative,positive,1.01,positive,,1/1/1996,1
1996,2,1,2,134,420,31.34,91,316,34.73,218,780,35.78,,,,,,,,negative,-0.75,negative,positive,1.01,positive,,2/1/1996,32
1996,3,1,3,143,522,36.5,88,345,39.2,274,1029,37.55,214,778,36.36,134,461,34.4,,negative,-0.59,negative,positive,0.85,positive,,3/1/1996,60
1996,4,1,4,138,544,39.42,91,363,39.89,243,1111,45.72,191,860,45.03,108,447,41.39,,neutral,-0.39,negative,positive,1.37,positive,,4/1/1996,91
1996,5,1,5,150,638,42.53,88,404,45.91,261,1315,50.38,,,,72,336,46.67,,neutral,-0.31,negative,positive,2.13,positive,,5/1/1996,121
1996,5,15,6,,,,81,407,50.25,215,1074,49.95,,,,,,,,neutral,-0.3,negative,positive,1.65,positive,,5/15/1996,135
1996,6,1,7,,,,0,0,,111,579,52.16,,,,,,,,neutral,-0.3,negative,positive,1.1,positive,,6/1/1996,152
1996,6,15,8,,,,0,0,,,,,,,,,,,,neutral,-0.27,negative,positive,0.57,positive,,6/15/1996,166
1997,1,1,1,231,866,37.49,214,810,37.85,311,1184,38.07,279,1126,40.36,,,,,neutral,-0.5,neutral,positive,0.44,positive,,1/1/1997,1
1997,2,1,2,236,1056,44.75,203,966,47.59,313,1228,39.23,,,,,,,,neutral,-0.36,neutral,positive,0.29,positive,,2/1/1997,32
1997,3,1,3,293,1320,45.05,265,1192,44.98,367,1639,44.66,328,1472,44.88,279,1281,45.91,,neutral,-0.1,neutral,positive,0.39,positive,,3/1/1997,60
1997,4,1,4,391,1714,43.84,315,1479,46.95,521,2152,41.31,438,1732,39.54,409,1699,41.54,,neutral,0.28,neutral,positive,0.73,positive,,4/1/1997,91
1997,5,1,5,325,1610,49.54,290,1470,50.69,417,1985,47.6,,,,306,1533,50.1,,positive,0.75,neutral,positive,1.59,positive,,5/1/1997,121
1997,5,15,6,,,,255,1289,50.55,412,2099,50.95,,,,,,,,positive,1.12,neutral,positive,2.12,positive,,5/15/1997,135
1997,6,1,7,,,,165,885,53.64,303,1598,52.74,,,,,,,,positive,1.22,neutral,positive,2.55,positive,,6/1/1997,152
1997,6,15,8,,,,92,539,58.59,224,1246,55.63,,,,,,,,positive,1.6,neutral,positive,1.49,positive,,6/15/1997,166
1998,1,1,1,128,416,32.5,115,364,,181,577,31.88,169,596,35.27,,,,,positive,2.24,positive,positive,1.05,positive,,1/1/1998,1
1998,2,1,2,205,842,41.07,180,746,41.44,308,1271,41.27,261,1182,45.29,,,,,positive,1.93,positive,positive,1.52,positive,,2/1/1998,32
1998,3,1,3,281,1152,41,233,931,39.96,451,1690,37.47,,,,293,1148,39.18,,positive,1.44,positive,positive,1.29,positive,,3/1/1998,60
1998,4,1,4,266,1212,45.56,225,1055,46.89,387,1859,48.04,,,,268,1212,45.2,,positive,0.99,positive,positive,0.03,positive,,4/1/1998,91
1998,5,1,5,235,1136,48.34,192,973,50.68,365,1907,52.25,338,1658,49.05,230,1100,47.83,,neutral,0.45,positive,negative,-0.83,negative,,5/1/1998,121
1998,5,15,6,,,,130,703,54.08,,,,344,1712,49.77,,,,,neutral,0.14,positive,negative,-0.78,negative,,5/15/1998,135
1998,6,1,7,,,,91,518,56.92,233,1182,50.73,,,,,,,,neutral,-0.13,positive,negative,-0.78,negative,,6/1/1998,152
1998,6,15,8,,,,18,108,60,,,,,,,,,,,negative,-0.78,positive,negative,-1.16,negative,,6/15/1998,166
1999,1,1,1,218,832,38.17,199,793,39.85,276,1066,38.62,252,984,39.05,,,,,negative,-1.55,negative,negative,-0.78,negative,,1/1/1999,1
1999,2,1,2,393,1530,38.93,336,1187,35.33,,,,351,1248,35.56,,,,,negative,-1.3,negative,negative,-1.06,negative,,2/1/1999,32
1999,3,1,3,581,2320,39.93,538,2146,39.89,740,2977,40.23,,,,733,3150,42.97,,negative,-1.07,negative,negative,-1.18,negative,,3/1/1999,60
1999,4,1,4,593,2746,46.31,580,2802,48.31,786,3514,44.71,,,,742,3560,47.98,,negative,-0.98,negative,negative,-1.85,negative,,4/1/1999,91
1999,5,1,5,564,2866,50.82,530,2860,53.96,712,3855,54.14,,,,666,3600,54.05,,negative,-1.02,negative,negative,-2.32,negative,,5/1/1999,121
1999,5,15,6,,,,536,2920,54.48,704,3618,51.39,,,,661,3600,54.46,,negative,-1.04,negative,negative,-2.34,negative,,5/15/1999,135
1999,6,1,7,,,,452,2480,54.87,613,3648,59.51,,,,,,,,negative,-1.04,negative,negative,-2.13,negative,,6/1/1999,152
1999,6,15,8,,,,359,2088,58.16,563,3210,57.02,,,,,,,,negative,-1.1,negative,negative,-1.92,negative,,6/15/1999,166
2000,1,1,1,150,592,39.47,140,563,40.21,,,,,,,,,,,negative,-1.66,negative,negative,-2.2,negative,,1/1/2000,1
2000,2,1,2,325,1258,38.71,293,1044,35.63,359,1326,36.94,,,,,,,,negative,-1.41,negative,negative,-1.28,negative,,2/1/2000,32
2000,3,1,3,292,1226,41.99,276,1158,41.96,438,1794,40.96,394,1532,38.88,402,1534,38.16,,negative,-1.07,negative,negative,-0.66,negative,,3/1/2000,60
2000,4,1,4,417,1836,44.03,386,1683,43.6,485,1999,41.22,430,1776,41.3,416,1826,43.89,500,negative,-0.81,negative,negative,-0.63,negative,,4/1/2000,91
2000,5,1,5,359,1848,51.48,328,1587,48.38,411,1879,45.72,,,,356,1709,48.01,500,negative,-0.71,negative,negative,-0.81,negative,,5/1/2000,121
2000,5,15,6,,,,310,1583,51.06,403,2043,50.69,,,,,,,700,negative,-0.64,negative,negative,-0.71,negative,,5/15/2000,135
2000,6,1,7,,,,243,1268,52.18,330,1700,51.52,,,,,,,800,negative,-0.64,negative,negative,-0.64,negative,,6/1/2000,152
2000,6,15,8,,,,168,907,53.99,250,1361,54.44,,,,,,,,negative,-0.55,negative,negative,-1.51,negative,,6/15/2000,166
2001,1,1,1,108,380,35.19,94,324,34.47,164,499,30.43,,,,,,,,negative,-0.68,negative,positive,0.48,negative,,1/1/2001,1
2001,2,1,2,146,472,32.33,106,377,35.57,200,656,32.8,170,570,33.53,,,,,negative,-0.52,negative,negative,-0.01,negative,,2/1/2001,32
2001,3,1,3,176,658,37.39,145,519,35.79,255,951,37.29,242,904,37.36,183,736,40.22,,neutral,-0.44,negative,negative,-0.41,negative,,3/1/2001,60
2001,4,1,4,231,930,40.26,202,746,36.93,310,1254,40.45,,,,222,937,42.21,600,neutral,-0.34,negative,negative,-1.18,negative,,4/1/2001,91
2001,5,1,5,227,1048,46.17,201,909,45.22,301,1348,44.78,287,1298,45.23,211,941,44.6,700,neutral,-0.25,negative,negative,-1.12,negative,,5/1/2001,121
2001,5,15,6,,,,165,850,51.52,,,,,,,,,,800,neutral,-0.2,negative,negative,-1.22,negative,,5/15/2001,135
2001,6,1,7,,,,92,455,49.46,212,1100,51.89,,,,,,,900,neutral,-0.12,negative,negative,-1.22,negative,,6/1/2001,152
2001,6,15,8,,,,50,252,50.4,134,683,50.97,127,648,51.02,,,,1000,neutral,-0.08,negative,negative,-2.21,negative,,6/15/2001,166
2002,1,1,1,199,864,43.42,176,745,42.33,198,822,41.52,,,,,,,,neutral,-0.15,neutral,negative,-0.42,negative,,1/1/2002,1
2002,2,1,2,298,1164,39.06,266,971,36.5,335,1210,36.12,330,1184,35.88,,,,,neutral,0.03,neutral,negative,-1.51,negative,,2/1/2002,32
2002,3,1,3,309,1286,41.62,275,1149,41.78,374,1412,37.75,354,1476,41.69,311,1378,44.31,,neutral,0.09,neutral,negative,-1.27,negative,,3/1/2002,60
2002,4,1,4,409,1752,42.84,371,1622,43.72,437,1895,43.36,430,1930,44.88,399,1863,46.69,600,neutral,0.2,neutral,negative,-1.23,negative,,4/1/2002,91
2002,5,1,5,354,1750,49.44,312,1576,50.51,387,1867,48.24,399,2000,50.13,344,1657,48.17,600,neutral,0.43,neutral,negative,-1.3,negative,,5/1/2002,121
2002,5,15,6,,,,307,1565,50.98,370,1927,52.08,377,1930,51.19,,,,700,positive,0.55,neutral,negative,-1.22,negative,,5/15/2002,135
2002,6,1,7,,,,216,1187,54.95,287,1572,54.77,286,1582,55.31,,,,,positive,0.65,neutral,negative,-1.18,negative,,6/1/2002,152
2002,6,15,8,,,,135,796,58.96,,,,,,,,,,,positive,0.72,neutral,negative,-0.71,negative,,6/15/2002,166
2003,1,1,1,99,300,30.3,110,324,29.45,180,625,34.72,137,504,36.79,,,,,positive,0.92,positive,positive,1.45,negative,,1/1/2003,1
2003,2,1,2,77,322,41.82,56,237,42.32,182,654,35.93,133,544,40.9,,,,,positive,0.63,positive,positive,1.23,negative,,2/1/2003,32
2003,3,1,3,109,390,35.78,93,366,39.35,227,849,37.4,173,678,39.19,114,509,44.65,,neutral,0.38,positive,positive,1.01,negative,,3/1/2003,60
2003,4,1,4,140,600,42.86,104,421,40.48,333,1392,41.8,248,1094,44.11,174,710,40.8,,neutral,-0.04,positive,positive,0.36,negative,,4/1/2003,91
2003,5,1,5,138,640,46.38,122,547,44.84,313,1422,45.43,217,1032,47.56,134,671,50.07,700,neutral,-0.26,positive,positive,0.21,negative,,5/1/2003,121
2003,5,15,6,,,,94,431,45.85,256,1230,48.05,164,784,47.8,,,,900,neutral,-0.2,positive,negative,-0.11,negative,,5/15/2003,135
2003,6,1,7,,,,56,280,50,220,1056,48,141,696,49.36,,,,1000,neutral,-0.16,positive,negative,-0.42,negative,,6/1/2003,152
2003,6,15,8,,,,0,0,,76,404,53.16,0,0,,,,,1200,neutral,0.08,positive,negative,0.37,negative,,6/15/2003,166
2004,1,1,1,225,800,35.56,182,670,36.81,278,840,30.22,246,784,31.87,,,,,neutral,0.37,neutral,negative,-0.55,negative,,1/1/2004,1
2004,2,1,2,236,1024,43.39,219,932,42.56,318,1273,40.03,,,,,,,,neutral,0.31,neutral,negative,-0.21,negative,,2/1/2004,32
2004,3,1,3,286,1262,44.13,250,1113,44.52,372,1575,42.34,301,1356,45.05,275,1262,45.89,,neutral,0.23,neutral,negative,-0.15,negative,,3/1/2004,60
2004,4,1,4,322,1512,46.96,284,1326,46.69,406,1846,45.47,347,1482,42.71,303,1381,45.58,700,neutral,0.17,neutral,positive,0,negative,,4/1/2004,91
2004,5,1,5,242,1240,51.24,190,1008,53.05,334,1706,51.08,274,1312,47.88,228,1171,51.36,800,neutral,0.21,neutral,positive,0.61,negative,,5/1/2004,121
2004,5,15,6,,,,156,820,52.56,264,1430,54.17,208,1080,51.92,,,,900,neutral,0.25,neutral,positive,0.23,negative,,5/15/2004,135
2004,6,1,7,,,,67,389,58.06,152,855,56.25,96,564,58.75,,,,,neutral,0.28,neutral,negative,-0.11,negative,,6/1/2004,152
2004,6,15,8,,,,17,95,55.88,72,421,58.47,23,129,56.09,,,,,neutral,0.42,neutral,negative,0.04,negative,,6/15/2004,166
2005,1,1,1,112,384,34.29,97,350,36.08,150,500,33.33,113,332,29.38,,,,,positive,0.64,positive,negative,-0.15,negative,,1/1/2005,1
2005,2,1,2,77,320,41.56,48,206,42.92,99,448,45.25,67,292,43.58,,,,,positive,0.58,positive,negative,-0.01,negative,,2/1/2005,32
2005,3,1,3,92,378,41.09,61,256,41.97,127,521,41.02,85,300,35.29,56,218,38.93,,neutral,0.45,positive,positive,0.7,negative,,3/1/2005,60
2005,4,1,4,141,512,36.31,95,302,31.79,200,748,37.4,133,428,32.18,96,303,31.56,800,neutral,0.43,positive,positive,0.28,negative,,4/1/2005,91
2005,5,1,5,122,562,46.07,92,416,45.22,231,1098,47.53,140,648,46.29,96,467,48.65,900,neutral,0.29,positive,positive,1.36,negative,,5/1/2005,121
2005,5,15,6,,,,12,57,47.5,,,,,,,,,,1100,neutral,0.19,positive,positive,1.15,negative,,5/15/2005,135
2005,6,1,7,,,,0,0,,,,,,,,,,,1200,neutral,0.11,positive,positive,0.85,negative,,6/1/2005,152
2005,6,15,8,,,,0,0,,15,84,56,0,0,,,,,1300,neutral,-0.02,positive,positive,0.11,negative,,6/15/2005,166
2006,1,1,1,59,266,45.08,55,198,36,,,,,,,,,,,positive,-0.85,positive,positive,0.54,negative,,1/1/2006,1
